Patente,Hora,T_viaje,T_viaje_str,Velocidad
AB948WX,2019-10-03T08:52:56,203,0:03:23,26.60098522167488
NYI083,2019-10-03T08:53:16,234,0:03:54,23.07692307692308
AB693NN,2019-10-03T08:53:18,208,0:03:28,25.961538461538463
AB023EN,2019-10-03T08:53:51,227,0:03:47,23.788546255506606
AC013WE,2019-10-03T08:53:56,224,0:03:44,24.107142857142858
AB896SO,2019-10-03T08:53:59,222,0:03:42,24.324324324324326
LKW779,2019-10-03T08:54:55,218,0:03:38,24.770642201834864
NIV198,2019-10-03T08:55:02,203,0:03:23,26.60098522167488
AC273DK,2019-10-03T08:55:03,210,0:03:30,25.714285714285715
AD516MU,2019-10-03T08:55:07,221,0:03:41,24.43438914027149
NNO479,2019-10-03T08:55:16,200,0:03:20,27.0
AC047HL,2019-10-03T08:55:34,210,0:03:30,25.714285714285715
AC404TU,2019-10-03T08:55:51,207,0:03:27,26.086956521739133
AC275GV,2019-10-03T08:56:52,194,0:03:14,27.835051546391753
AC182AW,2019-10-03T08:56:58,192,0:03:12,28.125
JUF347,2019-10-03T08:57:43,218,0:03:38,24.770642201834864
AB747YZ,2019-10-03T08:57:54,152,0:02:32,35.526315789473685
AA727NN,2019-10-03T08:58:50,207,0:03:27,26.086956521739133
AD333LB,2019-10-03T08:59:04,196,0:03:16,27.551020408163264
AB945AM,2019-10-03T08:59:12,207,0:03:27,26.086956521739133
LOJ919,2019-10-03T08:59:13,200,0:03:20,27.0
AB151FK,2019-10-03T08:59:22,116,0:01:56,46.55172413793104
AB600LU,2019-10-03T08:59:39,136,0:02:16,39.705882352941174
AA620EH,2019-10-03T08:59:46,113,0:01:53,47.78761061946903
OXY763,2019-10-03T08:59:47,113,0:01:53,47.78761061946903
AB074IJ,2019-10-03T09:01:12,196,0:03:16,27.551020408163264
AD529AJ,2019-10-03T09:01:27,221,0:03:41,24.43438914027149
JDF643,2019-10-03T09:01:32,212,0:03:32,25.471698113207548
OGG356,2019-10-03T09:01:35,240,0:04:00,22.5
AD633SU,2019-10-03T09:01:55,238,0:03:58,22.689075630252102
AC290ZJ,2019-10-03T09:03:09,200,0:03:20,27.0
AA383BP,2019-10-03T09:03:14,216,0:03:36,25.0
HPX568,2019-10-03T09:03:20,202,0:03:22,26.732673267326735
BXB936,2019-10-03T09:03:30,208,0:03:28,25.961538461538463
AA319LZ,2019-10-03T09:03:31,208,0:03:28,25.961538461538463
AD579YJ,2019-10-03T09:03:35,137,0:02:17,39.416058394160586
OZI772,2019-10-03T09:03:37,152,0:02:32,35.526315789473685
AA735UZ,2019-10-03T09:04:58,189,0:03:09,28.571428571428573
AA989PO,2019-10-03T09:05:02,194,0:03:14,27.835051546391753
IND918,2019-10-03T09:05:31,199,0:03:19,27.1356783919598
AD156ZW,2019-10-03T09:05:41,217,0:03:37,24.88479262672811
AB618XU,2019-10-03T09:05:42,154,0:02:34,35.064935064935064
AC438FS,2019-10-03T09:05:49,150,0:02:30,36.0
AC954BA,2019-10-03T09:05:52,150,0:02:30,36.0
AB752SY,2019-10-03T09:05:54,125,0:02:05,43.2
JJJ897,2019-10-03T09:06:54,187,0:03:07,28.877005347593585
AD638QT,2019-10-03T09:06:56,184,0:03:04,29.347826086956523
IPI496,2019-10-03T09:06:58,182,0:03:02,29.670329670329668
JDF127,2019-10-03T09:06:59,227,0:03:47,23.788546255506606
MDT912,2019-10-03T09:07:06,204,0:03:24,26.470588235294116
MXC454,2019-10-03T09:07:22,359,0:05:59,15.041782729805014
AA523KF,2019-10-03T09:07:31,213,0:03:33,25.35211267605634
GWD504,2019-10-03T09:07:35,201,0:03:21,26.865671641791046
AD072HN,2019-10-03T09:07:36,195,0:03:15,27.692307692307693
MTX657,2019-10-03T09:07:53,145,0:02:25,37.24137931034483
LHR187,2019-10-03T09:07:55,146,0:02:26,36.986301369863014
AD872UB,2019-10-03T09:08:47,182,0:03:02,29.670329670329668
NPW181,2019-10-03T09:08:51,190,0:03:10,28.421052631578945
LLF897,2019-10-03T09:09:14,215,0:03:35,25.116279069767444
PFW050,2019-10-03T09:09:15,185,0:03:05,29.189189189189193
GHR828,2019-10-03T09:09:21,228,0:03:48,23.684210526315788
AC486PE,2019-10-03T09:09:44,125,0:02:05,43.2
MYD920,2019-10-03T09:10:58,207,0:03:27,26.086956521739133
KJE201,2019-10-03T09:11:26,200,0:03:20,27.0
OBR264,2019-10-03T09:11:30,217,0:03:37,24.88479262672811
MXZ276,2019-10-03T09:11:35,219,0:03:39,24.65753424657534
INV186,2019-10-03T09:11:52,164,0:02:44,32.926829268292686
JHR813,2019-10-03T09:11:56,164,0:02:44,32.926829268292686
AD296GN,2019-10-03T09:12:50,197,0:03:17,27.411167512690355
NVR303,2019-10-03T09:12:52,177,0:02:57,30.50847457627119
MOJ109,2019-10-03T09:12:55,198,0:03:18,27.272727272727273
AC628JW,2019-10-03T09:13:05,191,0:03:11,28.272251308900522
NVM715,2019-10-03T09:13:11,200,0:03:20,27.0
JRW716,2019-10-03T09:13:48,146,0:02:26,36.986301369863014
AC768AK,2019-10-03T09:14:52,176,0:02:56,30.681818181818183
VSA737,2019-10-03T09:14:57,211,0:03:31,25.592417061611375
KNI686,2019-10-03T09:15:07,193,0:03:13,27.979274611398964
AB171VZ,2019-10-03T09:15:10,210,0:03:30,25.714285714285715
NNE151,2019-10-03T09:17:03,211,0:03:31,25.592417061611375
LHS143,2019-10-03T09:17:12,215,0:03:35,25.116279069767444
OVG073,2019-10-03T09:19:22,319,0:05:19,16.927899686520377
OLW399,2019-10-03T09:19:38,254,0:04:14,21.25984251968504
AB241MC,2019-10-03T09:19:40,254,0:04:14,21.25984251968504
AA924JD,2019-10-03T09:19:46,259,0:04:19,20.84942084942085
AB922KZ,2019-10-03T09:19:55,164,0:02:44,32.926829268292686
AB681HX,2019-10-03T09:20:52,205,0:03:25,26.34146341463415
AD833XB,2019-10-03T09:21:26,119,0:01:59,45.378151260504204
OVU930,2019-10-03T09:22:59,213,0:03:33,25.35211267605634
CHY553,2019-10-03T09:23:13,210,0:03:30,25.714285714285715
NTB322,2019-10-03T09:23:18,197,0:03:17,27.411167512690355
AB881AH,2019-10-03T09:23:19,199,0:03:19,27.1356783919598
HRW067,2019-10-03T09:23:20,197,0:03:17,27.411167512690355
AC078HA,2019-10-03T09:23:30,203,0:03:23,26.60098522167488
PJH636,2019-10-03T09:23:36,211,0:03:31,25.592417061611375
AC710HN,2019-10-03T09:23:37,127,0:02:07,42.51968503937008
AD801UH,2019-10-03T09:23:46,217,0:03:37,24.88479262672811
AD061UQ,2019-10-03T09:25:00,231,0:03:51,23.376623376623378
KYC808,2019-10-03T09:25:11,220,0:03:40,24.545454545454547
OKC015,2019-10-03T09:25:35,132,0:02:12,40.90909090909091
OVG034,2019-10-03T09:26:52,212,0:03:32,25.471698113207548
AC885DJ,2019-10-03T09:26:58,203,0:03:23,26.60098522167488
AD588DU,2019-10-03T09:27:27,209,0:03:29,25.83732057416268
AC236DT,2019-10-03T09:27:32,216,0:03:36,25.0
AB482AN,2019-10-03T09:27:38,111,0:01:51,48.64864864864865
AD847KK,2019-10-03T09:27:43,238,0:03:58,22.689075630252102
OBR444,2019-10-03T09:27:46,227,0:03:47,23.788546255506606
AC085GV,2019-10-03T09:28:02,167,0:02:47,32.33532934131737
LIH627,2019-10-03T09:29:00,211,0:03:31,25.592417061611375
AA046WK,2019-10-03T09:29:01,220,0:03:40,24.545454545454547
AD836TL,2019-10-03T09:29:03,217,0:03:37,24.88479262672811
OKI497,2019-10-03T09:29:07,215,0:03:35,25.116279069767444
AB213FG,2019-10-03T09:29:15,205,0:03:25,26.34146341463415
MBU088,2019-10-03T09:29:33,214,0:03:34,25.233644859813083
AB209ML,2019-10-03T09:29:50,149,0:02:29,36.241610738255034
OVR514,2019-10-03T09:29:54,159,0:02:39,33.9622641509434
PPC212,2019-10-03T09:30:04,224,0:03:44,24.107142857142858
MIZ343,2019-10-03T09:30:55,216,0:03:36,25.0
JRO117,2019-10-03T09:31:02,184,0:03:04,29.347826086956523
AA775FE,2019-10-03T09:31:09,195,0:03:15,27.692307692307693
AC397XZ,2019-10-03T09:31:11,190,0:03:10,28.421052631578945
AA537KU,2019-10-03T09:31:49,120,0:02:00,45.0
MKK437,2019-10-03T09:31:53,165,0:02:45,32.727272727272734
OTE448,2019-10-03T09:33:00,209,0:03:29,25.83732057416268
LTX029,2019-10-03T09:33:33,213,0:03:33,25.35211267605634
AA653RV,2019-10-03T09:33:36,212,0:03:32,25.471698113207548
PHY394,2019-10-03T09:33:38,132,0:02:12,40.90909090909091
OME802,2019-10-03T09:33:50,143,0:02:23,37.76223776223777
JWW338,2019-10-03T09:35:04,214,0:03:34,25.233644859813083
AC605QT,2019-10-03T09:35:07,193,0:03:13,27.979274611398964
LNA335,2019-10-03T09:35:10,204,0:03:24,26.470588235294116
AB374YM,2019-10-03T09:35:31,121,0:02:01,44.62809917355372
APL391,2019-10-03T09:35:49,159,0:02:39,33.9622641509434
AC734HX,2019-10-03T09:35:52,159,0:02:39,33.9622641509434
HGL559,2019-10-03T09:35:54,153,0:02:33,35.294117647058826
AD593CS,2019-10-03T09:35:55,146,0:02:26,36.986301369863014
AB163GE,2019-10-03T09:36:50,198,0:03:18,27.272727272727273
AA330AR,2019-10-03T09:36:59,204,0:03:24,26.470588235294116
HOY603,2019-10-03T09:37:01,192,0:03:12,28.125
IVP661,2019-10-03T09:37:03,196,0:03:16,27.551020408163264
LKS646,2019-10-03T09:37:31,192,0:03:12,28.125
JVM046,2019-10-03T09:37:33,125,0:02:05,43.2
NWJ831,2019-10-03T09:37:42,138,0:02:18,39.130434782608695
NOU586,2019-10-03T09:37:45,126,0:02:06,42.85714285714286
HYX090,2019-10-03T09:37:47,147,0:02:27,36.734693877551024
IJU844,2019-10-03T09:38:53,210,0:03:30,25.714285714285715
AB354DH,2019-10-03T09:38:57,200,0:03:20,27.0
MAU479,2019-10-03T09:39:00,204,0:03:24,26.470588235294116
ITV009,2019-10-03T09:39:05,237,0:03:57,22.78481012658228
AC897CE,2019-10-03T09:39:28,210,0:03:30,25.714285714285715
OZE293,2019-10-03T09:39:42,223,0:03:43,24.2152466367713
AD705XT,2019-10-03T09:39:46,208,0:03:28,25.961538461538463
AC386UJ,2019-10-03T09:41:35,152,0:02:32,35.526315789473685
AB372OL,2019-10-03T09:41:51,127,0:02:07,42.51968503937008
PJU973,2019-10-03T09:41:54,140,0:02:20,38.57142857142857
AA687CI,2019-10-03T09:42:56,210,0:03:30,25.714285714285715
AD816MS,2019-10-03T09:42:58,185,0:03:05,29.189189189189193
LKV338,2019-10-03T09:43:06,179,0:02:59,30.16759776536313
OIS426,2019-10-03T09:43:29,210,0:03:30,25.714285714285715
AD473AK,2019-10-03T09:43:48,162,0:02:42,33.333333333333336
AA330WC,2019-10-03T09:43:52,142,0:02:22,38.028169014084504
AA430CO,2019-10-03T09:43:54,158,0:02:38,34.17721518987342
AC453GX,2019-10-03T09:44:53,205,0:03:25,26.34146341463415
WRG218,2019-10-03T09:44:55,195,0:03:15,27.692307692307693
AB251WY,2019-10-03T09:44:58,206,0:03:26,26.21359223300971
IKO903,2019-10-03T09:45:33,201,0:03:21,26.865671641791046
AD620QX,2019-10-03T09:45:35,140,0:02:20,38.57142857142857
NTW363,2019-10-03T09:45:42,207,0:03:27,26.086956521739133
KRZ502,2019-10-03T09:45:44,137,0:02:17,39.416058394160586
LRK117,2019-10-03T09:45:46,134,0:02:14,40.298507462686565
OLG465,2019-10-03T09:45:54,260,0:04:20,20.76923076923077
AD205JG,2019-10-03T09:45:56,146,0:02:26,36.986301369863014
AA008QZ,2019-10-03T09:46:52,195,0:03:15,27.692307692307693
PON987,2019-10-03T09:46:55,192,0:03:12,28.125
LUS154,2019-10-03T09:47:02,216,0:03:36,25.0
OAI398,2019-10-03T09:47:04,199,0:03:19,27.1356783919598
DBC279,2019-10-03T09:47:13,194,0:03:14,27.835051546391753
EWT041,2019-10-03T09:47:34,137,0:02:17,39.416058394160586
AC180PV,2019-10-03T09:47:38,137,0:02:17,39.416058394160586
AC873AI,2019-10-03T09:47:41,135,0:02:15,40.0
NOW634,2019-10-03T09:47:45,128,0:02:08,42.1875
NTP553,2019-10-03T09:47:47,145,0:02:25,37.24137931034483
OUN323,2019-10-03T09:47:48,112,0:01:52,48.214285714285715
KAL849,2019-10-03T09:48:59,232,0:03:52,23.27586206896552
JSD017,2019-10-03T09:49:02,196,0:03:16,27.551020408163264
MNB136,2019-10-03T09:49:47,134,0:02:14,40.298507462686565
AD512XK,2019-10-03T09:49:54,165,0:02:45,32.727272727272734
ART195,2019-10-03T09:50:57,299,0:04:59,18.06020066889632
AA113LJ,2019-10-03T09:51:03,219,0:03:39,24.65753424657534
HXI350,2019-10-03T09:51:17,206,0:03:26,26.21359223300971
FNM176,2019-10-03T09:51:24,209,0:03:29,25.83732057416268
MSY571,2019-10-03T09:53:05,293,0:04:53,18.43003412969283
AB453KG,2019-10-03T09:53:08,197,0:03:17,27.411167512690355
LCX286,2019-10-03T09:53:38,238,0:03:58,22.689075630252102
AC581FN,2019-10-03T09:54:03,247,0:04:07,21.86234817813765
IZM348,2019-10-03T09:54:58,211,0:03:31,25.592417061611375
DPB459,2019-10-03T09:55:29,265,0:04:25,20.37735849056604
AB291DL,2019-10-03T09:55:32,218,0:03:38,24.770642201834864
LCD584,2019-10-03T09:56:15,168,0:02:48,32.142857142857146
HZF829,2019-10-03T09:56:46,178,0:02:58,30.337078651685395
AA067KW,2019-10-03T09:56:56,200,0:03:20,27.0
OFF778,2019-10-03T09:57:01,195,0:03:15,27.692307692307693
AA734PW,2019-10-03T09:57:05,236,0:03:56,22.88135593220339
LHO219,2019-10-03T09:57:09,239,0:03:59,22.594142259414227
AD274JN,2019-10-03T09:57:43,232,0:03:52,23.27586206896552
PGZ832,2019-10-03T09:58:14,176,0:02:56,30.681818181818183
KGW620,2019-10-03T09:58:50,185,0:03:05,29.189189189189193
MAX147,2019-10-03T09:58:51,228,0:03:48,23.684210526315788
NIF830,2019-10-03T09:58:55,209,0:03:29,25.83732057416268
AC188BO,2019-10-03T09:59:00,236,0:03:56,22.88135593220339
AC135GI,2019-10-03T10:00:55,212,0:03:32,25.471698113207548
AC276JN,2019-10-03T10:00:58,210,0:03:30,25.714285714285715
EMN853,2019-10-03T10:01:09,211,0:03:31,25.592417061611375
AA303NX,2019-10-03T10:02:08,249,0:04:09,21.68674698795181
IDN020,2019-10-03T10:02:40,176,0:02:56,30.681818181818183
AD265IJ,2019-10-03T10:03:13,226,0:03:46,23.893805309734514
OXF907,2019-10-03T10:03:52,150,0:02:30,36.0
KDG194,2019-10-03T10:04:08,183,0:03:03,29.508196721311474
AB268EL,2019-10-03T10:04:31,186,0:03:06,29.032258064516128
AC036EE,2019-10-03T10:04:36,188,0:03:08,28.72340425531915
AD634SD,2019-10-03T10:04:58,217,0:03:37,24.88479262672811
IGV042,2019-10-03T10:05:05,202,0:03:22,26.732673267326735
AC420FS,2019-10-03T10:05:48,138,0:02:18,39.130434782608695
OAA278,2019-10-03T10:06:00,155,0:02:35,34.83870967741936
OKG365,2019-10-03T10:06:08,168,0:02:48,32.142857142857146
AC958EQ,2019-10-03T10:06:30,178,0:02:58,30.337078651685395
AC615VV,2019-10-03T10:06:46,197,0:03:17,27.411167512690355
KWU031,2019-10-03T10:07:40,326,0:05:26,16.564417177914113
AC130IV,2019-10-03T10:08:25,194,0:03:14,27.835051546391753
OBR568,2019-10-03T10:08:34,174,0:02:54,31.034482758620694
AB158ON,2019-10-03T10:08:36,165,0:02:45,32.727272727272734
IRX900,2019-10-03T10:08:47,209,0:03:29,25.83732057416268
NWS767,2019-10-03T10:09:05,190,0:03:10,28.421052631578945
HPL764,2019-10-03T10:09:20,236,0:03:56,22.88135593220339
GTR557,2019-10-03T10:11:29,137,0:02:17,39.416058394160586
GOJ077,2019-10-03T10:11:33,204,0:03:24,26.470588235294116
KVD868,2019-10-03T10:11:41,206,0:03:26,26.21359223300971
AA151UC,2019-10-03T10:11:55,146,0:02:26,36.986301369863014
LRO426,2019-10-03T10:12:29,203,0:03:23,26.60098522167488
MVU453,2019-10-03T10:12:34,252,0:04:12,21.42857142857143
LFU299,2019-10-03T10:12:38,205,0:03:25,26.34146341463415
AB074DK,2019-10-03T10:12:42,207,0:03:27,26.086956521739133
OVJ462,2019-10-03T10:12:52,228,0:03:48,23.684210526315788
NBY537,2019-10-03T10:12:56,187,0:03:07,28.877005347593585
LEJ749,2019-10-03T10:13:29,250,0:04:10,21.6
AA413WN,2019-10-03T10:13:32,226,0:03:46,23.893805309734514
AD514SB,2019-10-03T10:14:36,191,0:03:11,28.272251308900522
IRX970,2019-10-03T10:14:57,224,0:03:44,24.107142857142858
PGE423,2019-10-03T10:15:00,205,0:03:25,26.34146341463415
AD528YB,2019-10-03T10:15:02,211,0:03:31,25.592417061611375
LOR172,2019-10-03T10:15:18,206,0:03:26,26.21359223300971
A015QSN,2019-10-03T10:15:29,133,0:02:13,40.6015037593985
OTI132,2019-10-03T10:16:05,246,0:04:06,21.951219512195124
FPI751,2019-10-03T10:16:09,163,0:02:43,33.128834355828225
ASA293O,2019-10-03T10:16:53,211,0:03:31,25.592417061611375
AD873KE,2019-10-03T10:16:56,212,0:03:32,25.471698113207548
AD025AA,2019-10-03T10:17:01,201,0:03:21,26.865671641791046
IDY998,2019-10-03T10:17:52,259,0:04:19,20.84942084942085
OEL538,2019-10-03T10:18:38,183,0:03:03,29.508196721311474
AD323IL,2019-10-03T10:18:42,211,0:03:31,25.592417061611375
KVF337,2019-10-03T10:18:47,205,0:03:25,26.34146341463415
OAO249,2019-10-03T10:18:48,188,0:03:08,28.72340425531915
TPU060,2019-10-03T10:18:58,194,0:03:14,27.835051546391753
JEP519,2019-10-03T10:20:36,189,0:03:09,28.571428571428573
AC561OC,2019-10-03T10:20:49,223,0:03:43,24.2152466367713
AD007KP,2019-10-03T10:20:52,200,0:03:20,27.0
FEE876,2019-10-03T10:21:07,201,0:03:21,26.865671641791046
AC749RM,2019-10-03T10:21:10,202,0:03:22,26.732673267326735
ILK465,2019-10-03T10:21:50,233,0:03:53,23.175965665236053
AC380DA,2019-10-03T10:21:55,236,0:03:56,22.88135593220339
KAD383,2019-10-03T10:22:03,166,0:02:46,32.53012048192771
NOL365,2019-10-03T10:22:38,199,0:03:19,27.1356783919598
AA719JD,2019-10-03T10:22:41,187,0:03:07,28.877005347593585
OFB331,2019-10-03T10:22:46,185,0:03:05,29.189189189189193
ELO182,2019-10-03T10:22:50,188,0:03:08,28.72340425531915
JDU148,2019-10-03T10:23:26,206,0:03:26,26.21359223300971
AB213FU,2019-10-03T10:24:54,185,0:03:05,29.189189189189193
AA409LD,2019-10-03T10:24:57,194,0:03:14,27.835051546391753
AA631ZJ,2019-10-03T10:24:59,193,0:03:13,27.979274611398964
AB944OG,2019-10-03T10:25:11,197,0:03:17,27.411167512690355
KBE887,2019-10-03T10:25:53,162,0:02:42,33.333333333333336
JZV999,2019-10-03T10:26:50,201,0:03:21,26.865671641791046
HLD640,2019-10-03T10:27:03,216,0:03:36,25.0
AA337OQ,2019-10-03T10:27:10,210,0:03:30,25.714285714285715
MPW879,2019-10-03T10:27:12,242,0:04:02,22.31404958677686
LOV908,2019-10-03T10:28:52,204,0:03:24,26.470588235294116
IWB898,2019-10-03T10:28:55,225,0:03:45,24.0
OVA529,2019-10-03T10:29:08,285,0:04:45,18.947368421052634
AC103RC,2019-10-03T10:29:22,240,0:04:00,22.5
DFZ827,2019-10-03T10:29:27,236,0:03:56,22.88135593220339
LOY372,2019-10-03T10:29:35,241,0:04:01,22.40663900414938
AA476WX,2019-10-03T10:29:52,260,0:04:20,20.76923076923077
AA422HD,2019-10-03T10:30:03,249,0:04:09,21.68674698795181
ICS802,2019-10-03T10:30:35,288,0:04:48,18.75
KRI536,2019-10-03T10:30:44,300,0:05:00,18.0
KBO318,2019-10-03T10:30:48,290,0:04:50,18.620689655172416
PLU379,2019-10-03T10:30:55,228,0:03:48,23.684210526315788
GSO995,2019-10-03T10:31:10,217,0:03:37,24.88479262672811
NPP750,2019-10-03T10:31:16,247,0:04:07,21.86234817813765
AD236LV,2019-10-03T10:31:21,215,0:03:35,25.116279069767444
EJV224,2019-10-03T10:31:58,145,0:02:25,37.24137931034483
MJA900,2019-10-03T10:32:45,215,0:03:35,25.116279069767444
NWE826,2019-10-03T10:33:23,234,0:03:54,23.07692307692308
FKD415,2019-10-03T10:33:27,261,0:04:21,20.689655172413794
PGO550,2019-10-03T10:33:33,246,0:04:06,21.951219512195124
AC335PG,2019-10-03T10:33:36,245,0:04:05,22.04081632653061
AB846JH,2019-10-03T10:33:53,333,0:05:33,16.216216216216218
AA930NL,2019-10-03T10:34:45,196,0:03:16,27.551020408163264
OOT783,2019-10-03T10:34:47,209,0:03:29,25.83732057416268
AC500XK,2019-10-03T10:34:54,217,0:03:37,24.88479262672811
AB987SO,2019-10-03T10:34:57,200,0:03:20,27.0
MTZ377,2019-10-03T10:35:07,244,0:04:04,22.13114754098361
NNY639,2019-10-03T10:35:29,218,0:03:38,24.770642201834864
AA865VP,2019-10-03T10:35:33,229,0:03:49,23.580786026200872
AA896TE,2019-10-03T10:36:49,218,0:03:38,24.770642201834864
LVR387,2019-10-03T10:36:50,208,0:03:28,25.961538461538463
AC384TF,2019-10-03T10:36:59,207,0:03:27,26.086956521739133
AD216PH,2019-10-03T10:37:08,205,0:03:25,26.34146341463415
AC531AW,2019-10-03T10:37:11,218,0:03:38,24.770642201834864
ORS793,2019-10-03T10:37:21,226,0:03:46,23.893805309734514
AD709GN,2019-10-03T10:37:51,219,0:03:39,24.65753424657534
AA146RI,2019-10-03T10:37:55,244,0:04:04,22.13114754098361
AA981ZY,2019-10-03T10:37:59,157,0:02:37,34.39490445859873
AC105HX,2019-10-03T10:38:27,271,0:04:31,19.92619926199262
AC625QR,2019-10-03T10:38:29,175,0:02:55,30.857142857142858
AA346RA,2019-10-03T10:38:32,253,0:04:13,21.343873517786562
NVH775,2019-10-03T10:38:34,181,0:03:01,29.83425414364641
JSA719,2019-10-03T10:38:37,193,0:03:13,27.979274611398964
OUA670,2019-10-03T10:38:40,178,0:02:58,30.337078651685395
MXC172,2019-10-03T10:38:49,193,0:03:13,27.979274611398964
KNH765,2019-10-03T10:38:54,206,0:03:26,26.21359223300971
KXP049,2019-10-03T10:39:03,199,0:03:19,27.1356783919598
KER284,2019-10-03T10:39:08,199,0:03:19,27.1356783919598
AC328ZR,2019-10-03T10:39:49,228,0:03:48,23.684210526315788
AD664QT,2019-10-03T10:40:41,290,0:04:50,18.620689655172416
GYO525,2019-10-03T10:40:45,200,0:03:20,27.0
JJC670,2019-10-03T10:41:08,199,0:03:19,27.1356783919598
AD815HG,2019-10-03T10:41:17,210,0:03:30,25.714285714285715
LJL074,2019-10-03T10:41:37,222,0:03:42,24.324324324324326
A044CAB,2019-10-03T10:41:53,128,0:02:08,42.1875
AD275VF,2019-10-03T10:42:38,278,0:04:38,19.424460431654676
AA054MO,2019-10-03T10:42:49,288,0:04:48,18.75
AC725RO,2019-10-03T10:42:52,321,0:05:21,16.822429906542055
AB112PF,2019-10-03T10:43:09,203,0:03:23,26.60098522167488
IAD274,2019-10-03T10:43:20,245,0:04:05,22.04081632653061
NMV421,2019-10-03T10:43:22,206,0:03:26,26.21359223300971
AC041NR,2019-10-03T10:43:25,227,0:03:47,23.788546255506606
JUS976,2019-10-03T10:43:35,246,0:04:06,21.951219512195124
AA935JJ,2019-10-03T10:44:11,247,0:04:07,21.86234817813765
VDH700,2019-10-03T10:45:01,236,0:03:56,22.88135593220339
AD511CS,2019-10-03T10:46:57,319,0:05:19,16.927899686520377
GRS874,2019-10-03T10:47:42,346,0:05:46,15.606936416184972
AB176WM,2019-10-03T10:47:52,235,0:03:55,22.97872340425532
AB643ZJ,2019-10-03T10:49:01,346,0:05:46,15.606936416184972
AC212NN,2019-10-03T10:49:24,326,0:05:26,16.564417177914113
KJO786,2019-10-03T10:49:39,340,0:05:40,15.882352941176473
PBA010,2019-10-03T10:49:42,227,0:03:47,23.788546255506606
AC638PG,2019-10-03T10:50:50,293,0:04:53,18.43003412969283
AA680CT,2019-10-03T10:51:17,216,0:03:36,25.0
AD510AQ,2019-10-03T10:51:21,344,0:05:44,15.69767441860465
AC823YJ,2019-10-03T10:51:27,236,0:03:56,22.88135593220339
AB876IR,2019-10-03T10:51:37,335,0:05:35,16.119402985074625
AD580KF,2019-10-03T10:51:46,266,0:04:26,20.30075187969925
OOE932,2019-10-03T10:51:54,258,0:04:18,20.930232558139533
LEY355,2019-10-03T10:52:00,255,0:04:15,21.176470588235297
AB760SR,2019-10-03T10:52:49,316,0:05:16,17.08860759493671
ORV329,2019-10-03T10:53:01,217,0:03:37,24.88479262672811
AA476DB,2019-10-03T10:53:04,304,0:05:04,17.763157894736842
AD223OA,2019-10-03T10:53:07,229,0:03:49,23.580786026200872
AD184XX,2019-10-03T10:53:13,230,0:03:50,23.478260869565215
AC564UP,2019-10-03T10:53:20,231,0:03:51,23.376623376623378
KHJ966,2019-10-03T10:53:24,303,0:05:03,17.821782178217823
NTF636,2019-10-03T10:54:59,230,0:03:50,23.478260869565215
AD285HA,2019-10-03T10:55:05,207,0:03:27,26.086956521739133
AB111ZV,2019-10-03T10:55:11,209,0:03:29,25.83732057416268
AC332UN,2019-10-03T10:55:17,212,0:03:32,25.471698113207548
INO939,2019-10-03T10:55:50,140,0:02:20,38.57142857142857
AD103WW,2019-10-03T10:57:32,212,0:03:32,25.471698113207548
